claim_id	source_id	order_key	page_id	locator	disposition	subkind	normalized_content	content_oid	exclusion_rationale	exclusion_review_ref	tombstone	superseded_by	tombstone_rationale	tombstone_review_ref
CL-TASAKI2020-0836	TASAKI2020	000153.0003	PG-TASAKI2020-0153	PDF p. 153; print p. 140; §5.3; equation (5.3.2)	assertion	equation	Ĥμ := Ĥ−μN̂ = P̂hc{−∑_{{x,y}∈BL}(âx†ây+ây†âx)−μN̂}. (5.3.2)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0837	TASAKI2020	000153.0004	PG-TASAKI2020-0153	PDF p. 153; print p. 140; §5.3; paragraph 5, atom 1	assertion	unnumbered_obligation	We then adjust the chemical potential μ so that the ground state |ΦGS ⟩ of Ĥμ is in the original Hilbert space H N (and hence has the density ρ = N /L d ).	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0839	TASAKI2020	000153.0005	PG-TASAKI2020-0153	PDF p. 153; print p. 140; §5.3; equation (5.3.3)	assertion	equation	|Γ_M⟩=P̂hc(Ô_L^+)^M|ΦGS⟩/∥P̂hc(Ô_L^+)^M|ΦGS⟩∥, |Γ_{−M}⟩=P̂hc(Ô_L^−)^M|ΦGS⟩/∥P̂hc(Ô_L^−)^M|ΦGS⟩∥. (5.3.3)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0840	TASAKI2020	000153.0006	PG-TASAKI2020-0153	PDF p. 153; print p. 140; §5.3; Theorem 5.2	assertion	theorem	Theorem 5.2 Suppose that the ground state |Φ_GS⟩ of (5.3.2) with some μ exhibits ODLRO as in (5.2.5) with some constant q_0 > 0. Then there are constants C′_1 and C′_2, which depend only on d, ρ, and q_0, such that, for any M with |M| ≤ C′_1 L^{d/2}, the state |Γ_M⟩ is nonvanishing and satisfies ⟨Γ_M|Ĥ_μ|Γ_M⟩ ≤ ⟨Φ_GS|Ĥ_μ|Φ_GS⟩ + C′_2 |M|³/L^d. (5.3.4)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0841	TASAKI2020	000154.0001	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; equation (5.3.4)	assertion	equation	⟨Γ_M|Ĥ_μ|Γ_M⟩≤⟨Φ_GS|Ĥ_μ|Φ_GS⟩+C₂′|M|³/L^d. (5.3.4)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0842	TASAKI2020	000154.0002	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; equation (5.3.5)	assertion	equation	|Ξθ⟩ = 1/√{2Mmax(L)+1} ∑_{M=−Mmax(L)}^{Mmax(L)} e^(−iMθ)|ΓM⟩. (5.3.5)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0843	TASAKI2020	000154.0003	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; paragraph 5	assertion	unnumbered_obligation	The state |Ξ_θ⟩ is also low-lying; Theorem 5.3 gives its order-parameter limits.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0844	TASAKI2020	000154.0004	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; Theorem 5.3	assertion	theorem	Theorem 5.3 If Mmax(L) diverges to infinity not too rapidly as L↑∞, then lim_{L↑∞}⟨Ξθ|ÔL±/L^d|Ξθ⟩=m*e^(±iθ), (5.3.6); lim_{L↑∞}⟨Ξθ|ÔL^(α)/L^d|Ξθ⟩={m*cosθ for α=1; m*sinθ for α=2}, (5.3.7); and lim_{L↑∞}⟨Ξθ|(ÔL^(α)/L^d)²|Ξθ⟩={(m*cosθ)² for α=1; (m*sinθ)² for α=2}. (5.3.8)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0845	TASAKI2020	000154.0005	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; equation (5.3.6)	assertion	equation	lim_{L↑∞}⟨Ξθ|ÔL±/L^d|Ξθ⟩=m*e^(±iθ). (5.3.6)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0846	TASAKI2020	000154.0006	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; equation (5.3.7)	assertion	equation	lim_{L↑∞} ⟨Ξθ|ÔL^(α)/L^d|Ξθ⟩ = {m* cos θ if α=1; m* sin θ if α=2}. (5.3.7)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0847	TASAKI2020	000154.0007	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; equation (5.3.8)	assertion	equation	lim_{L↑∞} ⟨Ξθ|{ÔL^(α)/L^d}²|Ξθ⟩ = {(m* cos θ)² if α=1; (m* sin θ)² if α=2}. (5.3.8)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0848	TASAKI2020	000154.0008	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; paragraph 7	definition	definition	The symmetry-breaking order parameter m* is defined by (4.2.9), with α=1 or 2.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0849	TASAKI2020	000154.0009	PG-TASAKI2020-0154	PDF p. 154; print p. 141; §5.3; equation (5.3.9)	assertion	equation	⟨Ξ_θ|â_x†|Ξ_θ⟩≃m*e^(iθ), ⟨Ξ_θ|â_x|Ξ_θ⟩≃m*e^(−iθ). (5.3.9)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0850	TASAKI2020	000155.0001	PG-TASAKI2020-0155	PDF p. 155; print p. 142; §5.3; equation (5.3.10)	assertion	equation	|ΦGS⟩ = √{2Mmax(L)+1} P̂N|Ξθ⟩. (5.3.10)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0851	TASAKI2020	000155.0002	PG-TASAKI2020-0155	PDF p. 155; print p. 142; §5.3; equation (5.3.11)	assertion	equation	|ΦGS⟩ = [√{2Mmax(L)+1}/(2π)]∫_0^(2π)dθ|Ξθ⟩. (5.3.11)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-3034	TASAKI2020	000155.0003	PG-TASAKI2020-0155	PDF p. 155; print p. 142; §5.3; Note unnumbered line 11; audit split atom 1/6	assertion	remark	Note that (5.3.11) is the U(1) version of the conjectured relation (4.2.21) for the antiferromagnetic Heisenberg model or the observation (3.3.8) for the quantum Ising model.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-3035	TASAKI2020	000155.0004	PG-TASAKI2020-0155	PDF p. 155; print p. 142; §5.3; paragraph after equation (5.3.11)	assertion	remark	The relation (5.3.9) shows that the U(1) phase is “pointing” in the direction θ in the low-lying state |Ξ_θ⟩.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-3036	TASAKI2020	000155.0005	PG-TASAKI2020-0155	PDF p. 155; print p. 142; §5.3; paragraph after equation (5.3.11)	assertion	remark	This situation is mathematically analogous to ordered states in antiferromagnetic spin systems in which the staggered magnetization is pointing in a specific direction.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-3037	TASAKI2020	000155.0006	PG-TASAKI2020-0155	PDF p. 155; print p. 142; §5.3; paragraph after equation (5.3.11)	assertion	remark	But physical interpretations of the two cases seem very different.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0853	TASAKI2020	000156.0001	PG-TASAKI2020-0156	PDF p. 156; print p. 143; §5.4; equation (5.4.1)	assertion	equation	⟨Ξθ|Â|Ξθ⟩ = [1/(2Mmax(L)+1)]∑_{M=−Mmax(L)}^{Mmax(L)}⟨ΓM|Â|ΓM⟩. (5.4.1)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0854	TASAKI2020	000156.0002	PG-TASAKI2020-0156	PDF p. 156; print p. 143; §5.4; equation (5.4.2)	assertion	equation	ρ̂ = 1/{2Mmax(L)+1} ∑_{M=−Mmax(L)}^{Mmax(L)} |ΓM⟩⟨ΓM|. (5.4.2)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0855	TASAKI2020	000156.0003	PG-TASAKI2020-0156	PDF p. 156; print p. 143; §5.4; equation (5.4.3)	assertion	equation	⟨Φ_GS|Â|Φ_GS⟩≃⟨Ξ_θ|Â|Ξ_θ⟩. (5.4.3)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0856	TASAKI2020	000156.0004	PG-TASAKI2020-0156	PDF p. 156; print p. 143; §5.4; Problem 5.4.a	assertion	problem	Problem 5.4.a Consider a system which consists of two parts, the first system exhibiting the Bose–Einstein condensation, and the second (arbitrary) system external to it. The total number of particles in the whole system is fixed to Ntot , which we assume sufficiently large. Show that a pure whole-system state |Φtot⟩ exists such that ⟨Φtot|(Â⊗1̂)|Φtot⟩=⟨Ξθ|Â|Ξθ⟩ (5.4.4) for every particle-number-preserving operator Â on the first system. [solution→p.503]	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0857	TASAKI2020	000156.0005	PG-TASAKI2020-0156	PDF p. 156; print p. 143; §5.4; Note unnumbered line 39	conjecture	conjecture	For a local operator A (or a sum of local operators) and sufficiently large L, ⟨Γ_M|A|Γ_M⟩ is conjectured to be almost independent of M.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0858	TASAKI2020	000157.0001	PG-TASAKI2020-0157	PDF p. 157; print p. 144; §5.4; paragraph 2	hypothesis	hypothesis	Assume that the total particle number N_tot is sufficiently large.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0859	TASAKI2020	000157.0002	PG-TASAKI2020-0157	PDF p. 157; print p. 144; §5.4; equation (5.4.4)	assertion	equation	⟨Φ_tot|(Â⊗1̂)|Φ_tot⟩=⟨Ξ_θ|Â|Ξ_θ⟩. (5.4.4)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0860	TASAKI2020	000157.0003	PG-TASAKI2020-0157	PDF p. 157; print p. 144; §5.4; paragraph 4	assertion	unnumbered_obligation	In mean field theory the starting assumption is that the operators ∑_{x∈Λ} âx†/L^d and ∑_{x∈Λ} âx/L^d may be replaced by a nonvanishing constant (c-number).	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0861	TASAKI2020	000159.0001	PG-TASAKI2020-0159	PDF p. 159; print p. 146; §5.4; paragraph 2	hypothesis	hypothesis	Suppose that “physical ground states” (predicted by the mean-field theory) of a heavy nucleus break the rotational symmetry.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0862	TASAKI2020	000159.0002	PG-TASAKI2020-0159	PDF p. 159; print p. 146; §5.5; paragraph 4, atom 1	definition	definition	On each lattice we define the same system of hardcore bosons as before.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0863	TASAKI2020	000159.0003	PG-TASAKI2020-0159	PDF p. 159; print p. 146; §5.5; paragraph 4, atom 2	hypothesis	hypothesis	We further assume that there is a tunneling Hamiltonian which weakly couples the two subsystems on Λa and Λb .	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0864	TASAKI2020	000159.0004	PG-TASAKI2020-0159	PDF p. 159; print p. 146; §5.5; equation (5.5.1)	assertion	equation	Ĥ_tot^ε=Ĥ_a+Ĥ_b+εĤ_tunnel. (5.5.1)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0865	TASAKI2020	000159.0005	PG-TASAKI2020-0159	PDF p. 159; print p. 146; §5.5; equation (5.5.2)	assertion	equation	Ĥν = −P̂hc∑_{{x,y}∈BL}â(x,ν)†â(y,ν),  ν=a,b. (5.5.2)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0866	TASAKI2020	000160.0001	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; equation (5.5.3)	assertion	equation	Ĥtunnel = −P̂hc∑_{x∈ΛL}(e^(iϕ)â(x,a)†â(x,b)+e^(−iϕ)â(x,a)â(x,b)†). (5.5.3)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0868	TASAKI2020	000160.0002	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; equation (5.5.4)	assertion	equation	H_(2N)^tot=⊕_(K=0)^(2N)(H_K^a⊗H_(2N−K)^b). (5.5.4)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0869	TASAKI2020	000160.0003	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; paragraph 5, atom 1	hypothesis	hypothesis	In other words, we assume that the two Bose–Einstein condensates can exchange particles in a coherent manner, while completely isolated from the outside world.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0870	TASAKI2020	000160.0004	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; paragraph 5, atom 2	domain	domain	Let |Φ_GS,ε^tot⟩∈ℋ_{2N_tot} be the unique ground state of the total Hamiltonian (5.5.1) for ε>0.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0871	TASAKI2020	000160.0005	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; Theorem 5.4	assertion	theorem	Theorem 5.4 Assume the existence of ODLRO (in the single uncoupled system) as in (5.2.5). Then for any x ∈ ℤ^d, we have lim_{ε↓0} lim_{L↑∞} ⟨Φ_GS,ε^tot|â†(x,b)â(x,a)|Φ_GS,ε^tot⟩ = m̃²e^{−iϕ}, (5.5.5) and lim_{ε↓0} lim_{L↑∞} ⟨Φ_GS,ε^tot|â†(x,a)â(x,b)|Φ_GS,ε^tot⟩ = m̃²e^{iϕ}, (5.5.6) with m̃ ≥ m* ≥ √(2q_0).	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0872	TASAKI2020	000160.0006	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; equation (5.5.5)	assertion	equation	lim_{ε↓0}lim_{L↑∞}⟨Φ_GS,ε^tot|â†_(x,b)â_(x,a)|Φ_GS,ε^tot⟩=m̃²e^(−iφ). (5.5.5)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0873	TASAKI2020	000160.0007	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; equation (5.5.6)	assertion	equation	lim_{ε↓0}lim_{L↑∞}⟨Φ_GS,ε^tot|â†_(x,a)â_(x,b)|Φ_GS,ε^tot⟩=m̃²e^(iφ). (5.5.6)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0874	TASAKI2020	000160.0008	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; paragraph 7	conjecture	conjecture	We here expect that m̃ = m ∗ , but there is no proof.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0875	TASAKI2020	000160.0009	PG-TASAKI2020-0160	PDF p. 160; print p. 147; §5.5; equation (5.5.7)	assertion	equation	ô_(x,ν)^(1)={â†_(x,ν)+â_(x,ν)}/2, ô_(x,ν)^(2)={â†_(x,ν)−â_(x,ν)}/(2i). (5.5.7)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0876	TASAKI2020	000161.0001	PG-TASAKI2020-0161	PDF p. 161; print p. 148; §5.5; paragraph 4	notation	notation	The relative phase is denoted as ϕ.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0877	TASAKI2020	000161.0002	PG-TASAKI2020-0161	PDF p. 161; print p. 148; §5.5; equation (5.5.8)	assertion	equation	lim_{ε↓0}lim_{L↑∞}⟨ΦGS,ε^tot|{ô_(x,a)^(1)ô_(x,b)^(1)+ô_(x,a)^(2)ô_(x,b)^(2)}|ΦGS,ε^tot⟩=m̃²cosϕ. (5.5.8)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0878	TASAKI2020	000161.0003	PG-TASAKI2020-0161	PDF p. 161; print p. 148; §5.5; equation (5.5.9)	assertion	equation	lim_{ε↓0}lim_{L↑∞}⟨ΦGS,ε^tot|(ô_(x,a)^(1),ô_(x,a)^(2))((cosϕ,sinϕ),(−sinϕ,cosϕ))(ô_(x,b)^(1),ô_(x,b)^(2))^T|ΦGS,ε^tot⟩=m̃². (5.5.9)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0879	TASAKI2020	000161.0004	PG-TASAKI2020-0161	PDF p. 161; print p. 148; §5.5; Fig. 5.1 caption	assertion	remark	Figure 5.1 contrasts (a) a tensor product of two definite-phase condensates, which is not in ℋ_{2N_tot}, with (b) its phase-averaged superposition, which has fixed total particle number.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0880	TASAKI2020	000162.0001	PG-TASAKI2020-0162	PDF p. 162; print p. 149; §5.5; equation (5.5.10)	assertion	equation	|Ξ_ϕ^tot⟩∝P̂_(2N)^tot|Ξ_θ^a⟩⊗|Ξ_(θ+ϕ)^b⟩. (5.5.10)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0881	TASAKI2020	000162.0002	PG-TASAKI2020-0162	PDF p. 162; print p. 149; §5.5; equation (5.5.11)	assertion	equation	|Ξϕ^tot⟩ ∝ (1/2π)∫_0^(2π)dθ |Ξθ^a⟩⊗|Ξ_(θ+ϕ)^b⟩. (5.5.11)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0882	TASAKI2020	000162.0003	PG-TASAKI2020-0162	PDF p. 162; print p. 149; §5.5; equation (5.5.12)	assertion	equation	|Ξϕ^tot⟩ = 1/√{2Mmax(L)+1} ∑_{M=−Mmax(L)}^{Mmax(L)} e^(iMϕ)|ΓM^a⟩⊗|Γ−M^b⟩. (5.5.12)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0883	TASAKI2020	000166.0001	PG-TASAKI2020-0166	PDF p. 166; print p. 153; §6.1; equation (6.1.1)	assertion	equation	Ĥ=∑_{x=1}^L Ŝx·Ŝx+1. (6.1.1)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0884	TASAKI2020	000166.0002	PG-TASAKI2020-0166	PDF p. 166; print p. 153; §6.1; paragraph 5	assertion	unnumbered_obligation	Note that the Marshall–Lieb–Mattis theorem (Theorem 2.2 in p. 39) guarantees that the ground state |ΦGS ⟩ is unique and has Stot = 0.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0885	TASAKI2020	000167.0001	PG-TASAKI2020-0167	PDF p. 167; print p. 154; §6.1; paragraph 2	assertion	unnumbered_obligation	The absence of gap in (HOI2) roughly means that, in the L ↑ ∞ limit, there is a continuum of excited energies just above the ground state energy. For finite L, there always is a nonvanishing gap above the ground state energy, but this gap scales like O(1/L) as L grows.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0886	TASAKI2020	000167.0002	PG-TASAKI2020-0167	PDF p. 167; print p. 154; §6.1; equation (6.1.2)	assertion	equation	⟨ΦGS|Ŝx · Ŝy|ΦGS⟩ ≃ (constant)(−1)^(x−y) √{log|x−y|}/|x−y|. (6.1.2)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0887	TASAKI2020	000168.0001	PG-TASAKI2020-0168	PDF p. 168; print p. 155; §6.1; paragraph 5	assertion	remark	When S is an integer, i.e., S = 1, 2, 3, . . ., the model has completely different properties: (I1) The ground state is unique (both for finite and infinite L). (I2) There exists a nonvanishing energy gap above the ground state energy. (I3) The ground state correlation function decays exponentially.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0888	TASAKI2020	000168.0002	PG-TASAKI2020-0168	PDF p. 168; print p. 155; §6.1; equation (6.1.3)	assertion	equation	(−1)^(x−y)⟨Φ_GS|Ŝ_x·Ŝ_y|Φ_GS⟩ ≃ (constant)|x−y|^(−1/2)exp[−|x−y|/ξ]. (6.1.3)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0889	TASAKI2020	000169.0001	PG-TASAKI2020-0169	PDF p. 169; print p. 156; §6.1; note after (6.1.3), atom 1	assertion	remark	Apart from the antiferromagnetic oscillating factor (−1)^(x−y), the asymptotic behavior (6.1.3) is the Ornstein–Zernike form seen in the high-temperature two-dimensional Ising model.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0890	TASAKI2020	000169.0002	PG-TASAKI2020-0169	PDF p. 169; print p. 156; §6.1; note after (6.1.3), atom 2	out_of_scope	remark	Properties (I1)–(I3) indicate a massive-particle low-energy theory: the gap is the minimum particle-creation energy and exponential decay is the short-range force mediated by a massive particle.	PENDING	physical-interpretation-not-formal-claim	CORPUS-NORMALIZATION-INDEPENDENT-REVIEW	false	NONE	NONE	NONE
CL-TASAKI2020-0891	TASAKI2020	000170.0001	PG-TASAKI2020-0170	PDF p. 170; print p. 157; §6.1; paragraph 2	assertion	unnumbered_obligation	For the chains with S = 2, 3, and 4 there are convincing numerical evidences for the existence of a gap [53, 61, 62].	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0892	TASAKI2020	000170.0002	PG-TASAKI2020-0170	PDF p. 170; print p. 157; §6.1; Problem 6.1.a	assertion	problem	Problem 6.1.a It is also believed that the properties (HOI2) and (HOI3) (see p. 154) generically come together. Indeed it can be proved rather easily that power law decay of the ground-state correlation generally implies gaplessness. Under the Problem 3.4.a hypotheses and ⟨ΦGS|ôx|ΦGS⟩=0, assume ⟨ΦGS|ôx ôy|ΦGS⟩≥A/|x−y|^(d−κ) (6.1.4) for x≠y, |x−y|≤BL, κ∈(0,d). Prove E1st−EGS≤C/L^κ. [solution→p.504]	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0893	TASAKI2020	000171.0001	PG-TASAKI2020-0171	PDF p. 171; print p. 158; §6.1; paragraph 2, atom 1	hypothesis	hypothesis	More precisely, consider a quantum spin system on the d-dimensional hypercubic lattice Λ L , and assume that the Hamiltonian Ĥ and the order operator Ô L satisfy the conditions as in Problem 3.4.a (p. 67).	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0895	TASAKI2020	000171.0002	PG-TASAKI2020-0171	PDF p. 171; print p. 158; §6.1; equation (6.1.4)	assertion	equation	⟨Φ_GS|ô_xô_y|Φ_GS⟩≥A/|x−y|^(d−κ). (6.1.4)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0896	TASAKI2020	000171.0003	PG-TASAKI2020-0171	PDF p. 171; print p. 158; §6.1; paragraph 4	assertion	unnumbered_obligation	Prove that the first excited energy E 1st satisfies E 1st − E GS ≤ C/L κ , where C is a constant independent of L.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0897	TASAKI2020	000171.0004	PG-TASAKI2020-0171	PDF p. 171; print p. 158; §6.2; paragraph 6, atom 1	assertion	unnumbered_obligation	The theorem applies to any S = 1/2 spin chain whose Hamiltonian is short ranged, translation invariant, and invariant under any rotation about the 3-axis, and whose ground state is unique.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0898	TASAKI2020	000171.0005	PG-TASAKI2020-0171	PDF p. 171; print p. 158; §6.2; paragraph 6, atom 2	domain	domain	Let L be finite and even, and denote by |ΦGS ⟩ the unique ground state of the Hamiltonian (6.1.1).	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0899	TASAKI2020	000171.0006	PG-TASAKI2020-0171	PDF p. 171; print p. 158; §6.2; paragraph 6, atom 3	assertion	unnumbered_obligation	Because Ŝ_tot^(3)|Φ_GS⟩=0, the ground state is invariant under every rotation about the 3-axis.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0900	TASAKI2020	000171.0007	PG-TASAKI2020-0171	PDF p. 171; print p. 158; §6.2; equation (6.2.1)	assertion	equation	Û_θ^(3)|Φ_GS⟩=|Φ_GS⟩. (6.2.1)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0901	TASAKI2020	000172.0001	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; equation (6.2.2)	assertion	equation	ÛLSM = exp[−i∑_{x=1}^L θxŜx^(3)]. (6.2.2)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0902	TASAKI2020	000172.0002	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; equation (6.2.3)	assertion	equation	θ_x=(2π/L)x=Δθ x. (6.2.3)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0903	TASAKI2020	000172.0003	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; paragraph 3, atom 1	assertion	unnumbered_obligation	It is essential that the rotation angle at the right end of the chain is θ L = 2π, which is equivalent to 0.	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0905	TASAKI2020	000172.0004	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; equation (6.2.4)	assertion	equation	|Φ_LSM⟩=Û_LSM|Φ_GS⟩. (6.2.4)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0906	TASAKI2020	000172.0005	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; Lemma 6.1	assertion	lemma	Lemma 6.1: ⟨Φ_LSM|Ĥ|Φ_LSM⟩−E_GS≤8π²S²/L. (6.2.5)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0907	TASAKI2020	000172.0006	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; equation (6.2.5)	assertion	equation	⟨ΦLSM|Ĥ|ΦLSM⟩−E_GS≤8π²S²/L. (6.2.5)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0908	TASAKI2020	000172.0007	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; equation (6.2.6)	assertion	equation	e^(iθŜ_x^(3))Ŝ_x±e^(−iθŜ_x^(3))=e^(±iθ)Ŝ_x±. (6.2.6)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0909	TASAKI2020	000172.0008	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; equation (6.2.7)	assertion	equation	ÛLSM† Ŝx·Ŝx+1 ÛLSM = ÛLSM†{(1/2)(Ŝx+Ŝx+1−+Ŝx−Ŝx+1+)+Ŝx^(3)Ŝx+1^(3)}ÛLSM = (1/2){e^(i(θx−θx+1))Ŝx+Ŝx+1−+e^(−i(θx−θx+1))Ŝx−Ŝx+1+}+Ŝx^(3)Ŝx+1^(3). (6.2.7)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0910	TASAKI2020	000172.0009	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; equation (6.2.8)	assertion	equation	Û_LSM†Ŝ_x·Ŝ_(x+1)Û_LSM−Ŝ_x·Ŝ_(x+1)=(1/2){(e^(−iΔθ)−1)Ŝ_x+Ŝ_(x+1)−+(e^(iΔθ)−1)Ŝ_x−Ŝ_(x+1)+}. (6.2.8)	PENDING	NONE	NONE	false	NONE	NONE	NONE
CL-TASAKI2020-0911	TASAKI2020	000172.0010	PG-TASAKI2020-0172	PDF p. 172; print p. 159; §6.2; equation (6.2.9)	assertion	equation	ÛLSM†ĤÛLSM−Ĥ = (1/2)∑_{x=1}^L{(e^(−iΔθ)−1)Ŝx+Ŝx+1− + (e^(iΔθ)−1)Ŝx−Ŝx+1+}. (6.2.9)	PENDING	NONE	NONE	false	NONE	NONE	NONE
